,File Header,t1,t2,hash,hashed_filepath,og_filepath,intent,topic,speaker,form,intent2,overall_change,f0_slope
390,4. Sound 3544841401437419380,0.7095,1.4497,3544841401437419380,data/raw/scaled_stimuli_hashed/3544841401437419380.wav,data/raw/scaled_stimuli_hashed/17_request_temp.wav,request,temp,17,conventional,request,-26.57687613693804,0.017254394259974336
391,5. Sound 3576908800596610758,0.6385,1.2437,3576908800596610758,data/raw/scaled_stimuli_hashed/3576908800596610758.wav,data/raw/scaled_stimuli_hashed/11_statement_phone.wav,statement,phone,11,non-conventional,non-request,-64.31169554378778,-2.0057362622106902
392,6. Sound 3632958674844914048,0.7314,1.4517,3632958674844914048,data/raw/scaled_stimuli_hashed/3632958674844914048.wav,data/raw/scaled_stimuli_hashed/8_request_window.wav,request,window,8,conventional,request,2.328383764794097,-0.06578378418650062
393,7. Sound 3633395855919061903,1.0971,1.9807,3633395855919061903,data/raw/scaled_stimuli_hashed/3633395855919061903.wav,data/raw/scaled_stimuli_hashed/20_question_box.wav,question,box,20,conventional,non-request,-2.202850858405469,0.7241872309528433
394,8. Sound 3686356996873668653,1.0159,1.8047,3686356996873668653,data/raw/scaled_stimuli_hashed/3686356996873668653.wav,data/raw/scaled_stimuli_hashed/20_request_car.wav,request,car,20,non-conventional,request,-3.0638331411709885,-0.8506122413662258
395,9. Sound 3705476172249182389,0.7488,1.4539,3705476172249182389,data/raw/scaled_stimuli_hashed/3705476172249182389.wav,data/raw/scaled_stimuli_hashed/2_statement_laptop.wav,statement,laptop,2,non-conventional,non-request,17.226828741740647,-1.1936577546665503
396,10. Sound 3712432737501593853,0.7434,1.6263,3712432737501593853,data/raw/scaled_stimuli_hashed/3712432737501593853.wav,data/raw/scaled_stimuli_hashed/3_request_temp.wav,request,temp,3,conventional,request,-47.79313446334231,-0.4462816763646621
397,11. Sound 3821544511960729381,1.1566,1.5718,3821544511960729381,data/raw/scaled_stimuli_hashed/3821544511960729381.wav,data/raw/scaled_stimuli_hashed/25_statement_office.wav,statement,office,25,non-conventional,non-request,-9.817218911311372,-0.1576402627003345
398,12. Sound 3899693114095230990,0.8518,1.3101,3899693114095230990,data/raw/scaled_stimuli_hashed/3899693114095230990.wav,data/raw/scaled_stimuli_hashed/2_statement_soup.wav,statement,soup,2,non-conventional,non-request,27.805219342607558,-0.6895959729867187
399,13. Sound 3937575329458017083,1.4887,2.2994,3937575329458017083,data/raw/scaled_stimuli_hashed/3937575329458017083.wav,data/raw/scaled_stimuli_hashed/11_question_piano.wav,question,piano,11,conventional,non-request,56.89587355705403,-0.2842789085934329
400,14. Sound 4013199169253664108,0.9589,1.5046,4013199169253664108,data/raw/scaled_stimuli_hashed/4013199169253664108.wav,data/raw/scaled_stimuli_hashed/4_statement_laptop.wav,statement,laptop,4,non-conventional,non-request,-30.652305108039087,-0.21176744464415448
401,15. Sound 4052261411473678273,0.8185,1.4676,4052261411473678273,data/raw/scaled_stimuli_hashed/4052261411473678273.wav,data/raw/scaled_stimuli_hashed/9_request_box.wav,request,box,9,conventional,request,-16.155795346765856,0.11849593341959398
402,16. Sound 4080795417826800815,1.0449,2.0739,4080795417826800815,data/raw/scaled_stimuli_hashed/4080795417826800815.wav,data/raw/scaled_stimuli_hashed/22_request_office.wav,request,office,22,non-conventional,request,1.2306831116410564,-0.345417674054107
403,17. Sound 4158029191141973933,0.6792,1.3256,4158029191141973933,data/raw/scaled_stimuli_hashed/4158029191141973933.wav,data/raw/scaled_stimuli_hashed/6_statement_phone.wav,statement,phone,6,non-conventional,non-request,-37.29903251957617,-0.21913149401416807
404,18. Sound 4233760206691925565,0.7895,1.5246,4233760206691925565,data/raw/scaled_stimuli_hashed/4233760206691925565.wav,data/raw/scaled_stimuli_hashed/17_question_window.wav,question,window,17,conventional,non-request,-74.42201792174271,-0.14368183942382043
405,19. Sound 4238775372456484131,0.6853,1.4113,4238775372456484131,data/raw/scaled_stimuli_hashed/4238775372456484131.wav,data/raw/scaled_stimuli_hashed/3_question_piano.wav,question,piano,3,conventional,non-request,-19.10126119373956,-0.1201618134998853
406,20. Sound 4266176695070672421,1.0781,1.7939,4266176695070672421,data/raw/scaled_stimuli_hashed/4266176695070672421.wav,data/raw/scaled_stimuli_hashed/17_request_car.wav,request,car,17,non-conventional,request,-78.62201419286939,-1.599580996280772
407,21. Sound 4365138957018314544,0.6902,1.4778,4365138957018314544,data/raw/scaled_stimuli_hashed/4365138957018314544.wav,data/raw/scaled_stimuli_hashed/2_request_temp.wav,request,temp,2,conventional,request,10.13979174577824,-0.39005617616461813
408,22. Sound 4402671015601763092,0.8725,1.8974,4402671015601763092,data/raw/scaled_stimuli_hashed/4402671015601763092.wav,data/raw/scaled_stimuli_hashed/22_request_soup.wav,request,soup,22,non-conventional,request,29.149031693121998,-0.6964689660414412
409,23. Sound 4434054408232363576,0.7895,1.5425,4434054408232363576,data/raw/scaled_stimuli_hashed/4434054408232363576.wav,data/raw/scaled_stimuli_hashed/6_question_door.wav,question,door,6,conventional,non-request,47.2071129626849,0.08940180860365139
410,24. Sound 4531150799300289566,0.951,1.5762,4531150799300289566,data/raw/scaled_stimuli_hashed/4531150799300289566.wav,data/raw/scaled_stimuli_hashed/9_statement_laptop.wav,statement,laptop,9,non-conventional,non-request,-23.76217352048198,-0.3850816870106047
411,25. Sound 4587832136629123123,0.7488,1.4168,4587832136629123123,data/raw/scaled_stimuli_hashed/4587832136629123123.wav,data/raw/scaled_stimuli_hashed/9_request_back.wav,request,back,9,non-conventional,request,-9.960944389759476,-0.27667752464843004
412,26. Sound 4616526326633348874,0.7837,1.5474,4616526326633348874,data/raw/scaled_stimuli_hashed/4616526326633348874.wav,data/raw/scaled_stimuli_hashed/22_request_door.wav,request,door,22,conventional,request,14.774210042602235,-0.18913283224091668
413,27. Sound 4618927177907838563,1.1169,1.6238,4618927177907838563,data/raw/scaled_stimuli_hashed/4618927177907838563.wav,data/raw/scaled_stimuli_hashed/3_statement_back.wav,statement,back,3,non-conventional,non-request,-44.4702397026484,-0.514730886918501
414,28. Sound 4680540554991077404,1.0507,2.0854,4680540554991077404,data/raw/scaled_stimuli_hashed/4680540554991077404.wav,data/raw/scaled_stimuli_hashed/22_request_laptop.wav,request,laptop,22,non-conventional,request,6.368578385913125,-0.3476006164696268
415,29. Sound 4710526233768240437,0.7024,1.3405,4710526233768240437,data/raw/scaled_stimuli_hashed/4710526233768240437.wav,data/raw/scaled_stimuli_hashed/2_request_window.wav,request,window,2,conventional,request,-2.799598079059564,-0.020807094070802546
416,30. Sound 4785643753598239183,0.6285,1.4526,4785643753598239183,data/raw/scaled_stimuli_hashed/4785643753598239183.wav,data/raw/scaled_stimuli_hashed/5_request_temp.wav,request,temp,5,conventional,request,-46.05483346741974,-0.5366495221938378
417,31. Sound 4804150856079533220,0.6385,1.2687,4804150856079533220,data/raw/scaled_stimuli_hashed/4804150856079533220.wav,data/raw/scaled_stimuli_hashed/19_request_door.wav,request,door,19,conventional,request,-7.066881359881762,-0.19000901872846443
418,32. Sound 4807697588055208052,1.2904,1.7673,4807697588055208052,data/raw/scaled_stimuli_hashed/4807697588055208052.wav,data/raw/scaled_stimuli_hashed/20_statement_office.wav,statement,office,20,non-conventional,non-request,60.24462768995393,-0.35311292941224287
419,33. Sound 4818366547640297812,0.7663,1.5272,4818366547640297812,data/raw/scaled_stimuli_hashed/4818366547640297812.wav,data/raw/scaled_stimuli_hashed/3_question_temp.wav,question,temp,3,conventional,non-request,1.2694259558288081,-0.10089716444157931
420,34. Sound 4863334887939952729,0.6444,1.251,4863334887939952729,data/raw/scaled_stimuli_hashed/4863334887939952729.wav,data/raw/scaled_stimuli_hashed/18_request_door.wav,request,door,18,conventional,request,7.131966995631686,0.02732831220214683
421,35. Sound 4907580327899067625,1.0503,1.5391,4907580327899067625,data/raw/scaled_stimuli_hashed/4907580327899067625.wav,data/raw/scaled_stimuli_hashed/21_statement_office.wav,statement,office,21,non-conventional,non-request,0.3432998197003201,-0.20212725685256336
422,36. Sound 4938307162147696413,0.6917,1.4766,4938307162147696413,data/raw/scaled_stimuli_hashed/4938307162147696413.wav,data/raw/scaled_stimuli_hashed/2_request_box.wav,request,box,2,conventional,request,-22.206176267173902,-0.6528725789849861
423,37. Sound 4938559687483298661,0.9484,1.4823,4938559687483298661,data/raw/scaled_stimuli_hashed/4938559687483298661.wav,data/raw/scaled_stimuli_hashed/21_request_car.wav,request,car,21,non-conventional,request,9.698243839058591,-0.09555401445614774
424,38. Sound 5019481120596009575,0.7953,1.5752,5019481120596009575,data/raw/scaled_stimuli_hashed/5019481120596009575.wav,data/raw/scaled_stimuli_hashed/24_statement_car.wav,statement,car,24,non-conventional,non-request,-17.83998451070373,-0.12924004005200765
425,39. Sound 5023049130422040609,0.8649,1.7025,5023049130422040609,data/raw/scaled_stimuli_hashed/5023049130422040609.wav,data/raw/scaled_stimuli_hashed/17_request_soup.wav,request,soup,17,non-conventional,request,-37.27714588408995,-2.5544713491359117
426,40. Sound 5039997745432181669,0.6471,1.2407,5039997745432181669,data/raw/scaled_stimuli_hashed/5039997745432181669.wav,data/raw/scaled_stimuli_hashed/24_question_window.wav,question,window,24,conventional,non-request,-16.951176018008866,-0.12151877215563428
427,41. Sound 5049382349689245889,0.6444,1.2736,5049382349689245889,data/raw/scaled_stimuli_hashed/5049382349689245889.wav,data/raw/scaled_stimuli_hashed/4_question_door.wav,question,door,4,conventional,non-request,-10.783059025983334,0.0954297786961109
428,42. Sound 5101721244933110467,0.8364,1.5455,5101721244933110467,data/raw/scaled_stimuli_hashed/5101721244933110467.wav,data/raw/scaled_stimuli_hashed/5_statement_phone.wav,statement,phone,5,non-conventional,non-request,-14.155913837223125,0.5505000469643188
429,43. Sound 5189834882421918115,0.8591,1.7034,5189834882421918115,data/raw/scaled_stimuli_hashed/5189834882421918115.wav,data/raw/scaled_stimuli_hashed/25_request_phone.wav,request,phone,25,non-conventional,request,-11.618701034936876,-0.0766175034127059
430,44. Sound 5210447118303217059,0.7953,1.5834,5210447118303217059,data/raw/scaled_stimuli_hashed/5210447118303217059.wav,data/raw/scaled_stimuli_hashed/7_request_back.wav,request,back,7,non-conventional,request,5.733809512685227,-0.3484320237311526
431,45. Sound 5288332534605414881,0.7488,1.4755,5288332534605414881,data/raw/scaled_stimuli_hashed/5288332534605414881.wav,data/raw/scaled_stimuli_hashed/6_request_window.wav,request,window,6,conventional,request,-47.6592138710742,-0.5839347668744067
432,46. Sound 5312199479727863025,0.7256,1.4282,5312199479727863025,data/raw/scaled_stimuli_hashed/5312199479727863025.wav,data/raw/scaled_stimuli_hashed/25_request_soup.wav,request,soup,25,non-conventional,request,5.05806184626222,-0.13854890913695525
433,47. Sound 5338056206912315646,0.8018,1.2656,5338056206912315646,data/raw/scaled_stimuli_hashed/5338056206912315646.wav,data/raw/scaled_stimuli_hashed/4_statement_office.wav,statement,office,4,non-conventional,non-request,-30.614373346390664,-0.33701628168788456
434,48. Sound 5447003503607159637,1.1604,1.7112,5447003503607159637,data/raw/scaled_stimuli_hashed/5447003503607159637.wav,data/raw/scaled_stimuli_hashed/21_request_soup.wav,request,soup,21,non-conventional,request,4.635109642552521,-0.3994533320158951
435,49. Sound 5447424868709378172,0.7256,1.3983,5447424868709378172,data/raw/scaled_stimuli_hashed/5447424868709378172.wav,data/raw/scaled_stimuli_hashed/21_request_phone.wav,request,phone,21,non-conventional,request,-3.016767000330489,-0.12282764983727387
436,50. Sound 5580681423672194996,0.5222,1.1532,5580681423672194996,data/raw/scaled_stimuli_hashed/5580681423672194996.wav,data/raw/scaled_stimuli_hashed/21_question_piano.wav,question,piano,21,conventional,non-request,-7.215276483470404,0.26672430138812486
437,51. Sound 5591821208422497860,0.8591,1.6166,5591821208422497860,data/raw/scaled_stimuli_hashed/5591821208422497860.wav,data/raw/scaled_stimuli_hashed/20_question_temp.wav,question,temp,20,conventional,non-request,6.158996740426488,0.5206044347890693
438,52. Sound 5641260948400097713,0.6211,1.188,5641260948400097713,data/raw/scaled_stimuli_hashed/5641260948400097713.wav,data/raw/scaled_stimuli_hashed/9_statement_phone.wav,statement,phone,9,non-conventional,non-request,-2.833243297881694,-0.3938822755199464
439,53. Sound 5649288687101995944,1.4194,1.911,5649288687101995944,data/raw/scaled_stimuli_hashed/5649288687101995944.wav,data/raw/scaled_stimuli_hashed/21_request_back.wav,request,back,21,non-conventional,request,-7.83058745856934,-0.10540630805269491
440,54. Sound 5664601563263451049,0.9325,1.7681,5664601563263451049,data/raw/scaled_stimuli_hashed/5664601563263451049.wav,data/raw/scaled_stimuli_hashed/1_request_soup.wav,request,soup,1,non-conventional,request,28.35301954737433,0.31554558755936596
441,55. Sound 5687768500128972496,0.8036,1.7954,5687768500128972496,data/raw/scaled_stimuli_hashed/5687768500128972496.wav,data/raw/scaled_stimuli_hashed/17_question_temp.wav,question,temp,17,conventional,non-request,-25.806436799301707,0.47936322037559215
442,56. Sound 5703761118705346891,0.7605,1.5046,5703761118705346891,data/raw/scaled_stimuli_hashed/5703761118705346891.wav,data/raw/scaled_stimuli_hashed/6_request_phone.wav,request,phone,6,non-conventional,request,16.988600300329352,-1.1278651023766681
443,57. Sound 5802723795072808034,0.6539,1.229,5802723795072808034,data/raw/scaled_stimuli_hashed/5802723795072808034.wav,data/raw/scaled_stimuli_hashed/21_request_box.wav,request,box,21,conventional,request,-2.325992677776341,0.184678056700342
444,58. Sound 5840951459534930402,0.7779,1.4573,5840951459534930402,data/raw/scaled_stimuli_hashed/5840951459534930402.wav,data/raw/scaled_stimuli_hashed/9_request_door.wav,request,door,9,conventional,request,-11.534806433505167,-0.664062754045788
445,59. Sound 5889672190738180258,0.9288,1.8454,5889672190738180258,data/raw/scaled_stimuli_hashed/5889672190738180258.wav,data/raw/scaled_stimuli_hashed/25_request_back.wav,request,back,25,non-conventional,request,-9.630244881363382,-0.22970546103152237
446,59. Sound 5889672190738180258,1.3493,1.8531,5889672190738180258,data/raw/scaled_stimuli_hashed/5889672190738180258.wav,data/raw/scaled_stimuli_hashed/25_request_back.wav,request,back,25,non-conventional,request,-9.630244881363382,-0.22970546103152237
447,60. Sound 5976542479181850286,0.9415,1.7042,5976542479181850286,data/raw/scaled_stimuli_hashed/5976542479181850286.wav,data/raw/scaled_stimuli_hashed/20_question_door.wav,question,door,20,conventional,non-request,-21.637025933730285,-0.3629622036626905
448,61. Sound 5985999296023808586,1.0329,1.5637,5985999296023808586,data/raw/scaled_stimuli_hashed/5985999296023808586.wav,data/raw/scaled_stimuli_hashed/5_statement_laptop.wav,statement,laptop,5,non-conventional,non-request,2.2599829901534747,-0.4555328237149861
449,62. Sound 5989015834313051894,0.8414,1.4374,5989015834313051894,data/raw/scaled_stimuli_hashed/5989015834313051894.wav,data/raw/scaled_stimuli_hashed/3_request_phone.wav,request,phone,3,non-conventional,request,-68.59937238179657,-1.5627325458047163
450,63. Sound 6006529208832680408,0.8863,1.5112,6006529208832680408,data/raw/scaled_stimuli_hashed/6006529208832680408.wav,data/raw/scaled_stimuli_hashed/20_request_window.wav,request,window,20,conventional,request,-14.507891853363617,-0.9564396808527447
451,64. Sound 6032888661627447466,0.6966,1.3639,6032888661627447466,data/raw/scaled_stimuli_hashed/6032888661627447466.wav,data/raw/scaled_stimuli_hashed/2_question_door.wav,question,door,2,conventional,non-request,-10.294496455886417,0.21057597393275965
452,65. Sound 6203419143343443480,0.8937,1.7792,6203419143343443480,data/raw/scaled_stimuli_hashed/6203419143343443480.wav,data/raw/scaled_stimuli_hashed/1_statement_soup.wav,statement,soup,1,non-conventional,non-request,32.05985400033724,-0.0927363372304599
453,66. Sound 6217646707644961961,0.952,1.8778,6217646707644961961,data/raw/scaled_stimuli_hashed/6217646707644961961.wav,data/raw/scaled_stimuli_hashed/11_request_temp.wav,request,temp,11,conventional,request,151.20446712839072,1.0266011394164736
454,67. Sound 6224319444040347458,0.7488,1.4925,6224319444040347458,data/raw/scaled_stimuli_hashed/6224319444040347458.wav,data/raw/scaled_stimuli_hashed/8_question_box.wav,question,box,8,conventional,non-request,4.494055163278986,-0.07470383420467315
455,68. Sound 6304001411238674789,0.8069,1.5865,6304001411238674789,data/raw/scaled_stimuli_hashed/6304001411238674789.wav,data/raw/scaled_stimuli_hashed/9_question_Spanish.wav,question,Spanish,9,conventional,non-request,9.939476469799274,0.2266834715710981
456,69. Sound 6352553253151837101,0.7779,1.5471,6352553253151837101,data/raw/scaled_stimuli_hashed/6352553253151837101.wav,data/raw/scaled_stimuli_hashed/25_request_window.wav,request,window,25,conventional,request,-12.70256099912261,-0.152540974422418
457,70. Sound 6370629604720764805,0.8533,1.5459,6370629604720764805,data/raw/scaled_stimuli_hashed/6370629604720764805.wav,data/raw/scaled_stimuli_hashed/20_request_box.wav,request,box,20,conventional,request,-26.58780793709184,-0.3979758095660914
458,71. Sound 6391584052593374186,1.3122,1.7335,6391584052593374186,data/raw/scaled_stimuli_hashed/6391584052593374186.wav,data/raw/scaled_stimuli_hashed/4_request_back.wav,request,back,4,non-conventional,request,-27.291223234116785,-0.12667758975097682
459,72. Sound 6443129026196978792,1.0062,1.4013,6443129026196978792,data/raw/scaled_stimuli_hashed/6443129026196978792.wav,data/raw/scaled_stimuli_hashed/21_statement_back.wav,statement,back,21,non-conventional,non-request,3.4242100579031103,-0.16041199926879354
460,73. Sound 6674310331390555706,1.1378,2.2489,6674310331390555706,data/raw/scaled_stimuli_hashed/6674310331390555706.wav,data/raw/scaled_stimuli_hashed/22_question_door.wav,question,door,22,conventional,non-request,-9.629790485592594,-0.017474722060750677
461,74. Sound 6679914114340039391,1.3248,1.6672,6679914114340039391,data/raw/scaled_stimuli_hashed/6679914114340039391.wav,data/raw/scaled_stimuli_hashed/5_statement_back.wav,statement,back,5,non-conventional,non-request,29.12689406356847,-0.0541294734194316
462,75. Sound 6734852270403403054,0.9324,1.5992,6734852270403403054,data/raw/scaled_stimuli_hashed/6734852270403403054.wav,data/raw/scaled_stimuli_hashed/2_request_car.wav,request,car,2,non-conventional,request,-10.628470477032494,-0.4921929282913486
463,1. Sound 6793352987198488747,1.046,1.7067,6793352987198488747,data/raw/scaled_stimuli_hashed/6793352987198488747.wav,data/raw/scaled_stimuli_hashed/22_request_car.wav,request,car,22,non-conventional,request,18.45765695752415,-0.09928683117796709
464,2. Sound 6801451302431865332,0.799,1.4511,6801451302431865332,data/raw/scaled_stimuli_hashed/6801451302431865332.wav,data/raw/scaled_stimuli_hashed/20_statement_phone.wav,statement,phone,20,non-conventional,non-request,34.19453187893066,-0.40807205329448515
465,3. Sound 6804709399492592196,1.2483,1.8049,6804709399492592196,data/raw/scaled_stimuli_hashed/6804709399492592196.wav,data/raw/scaled_stimuli_hashed/8_statement_office.wav,statement,office,8,non-conventional,non-request,-0.07221862551828906,-0.022850528067883374
466,4. Sound 6823784658558025384,0.9113,1.8842,6823784658558025384,data/raw/scaled_stimuli_hashed/6823784658558025384.wav,data/raw/scaled_stimuli_hashed/1_request_piano.wav,request,piano,1,conventional,request,-42.41857926869997,-0.10561438991537689
467,5. Sound 6827597901012683114,0.8262,1.3176,6827597901012683114,data/raw/scaled_stimuli_hashed/6827597901012683114.wav,data/raw/scaled_stimuli_hashed/25_request_door.wav,request,door,25,conventional,request,4.414991802635285,-0.12849629380399333
468,6. Sound 6875662975222116735,0.8565,1.3501,6875662975222116735,data/raw/scaled_stimuli_hashed/6875662975222116735.wav,data/raw/scaled_stimuli_hashed/18_request_laptop.wav,request,laptop,18,non-conventional,request,-17.429270205179748,-0.17667609222558261
469,7. Sound 6950781750584820271,1.0756,1.8235,6950781750584820271,data/raw/scaled_stimuli_hashed/6950781750584820271.wav,data/raw/scaled_stimuli_hashed/1_request_door.wav,request,door,1,conventional,request,-4.896601347870472,-0.23223899854351646
470,8. Sound 6969475959470994645,1.182,2.134,6969475959470994645,data/raw/scaled_stimuli_hashed/6969475959470994645.wav,data/raw/scaled_stimuli_hashed/1_statement_car.wav,statement,car,1,non-conventional,non-request,17.067164728539993,-0.06498532381884319
471,9. Sound 7060950264440570639,0.5979,1.1769,7060950264440570639,data/raw/scaled_stimuli_hashed/7060950264440570639.wav,data/raw/scaled_stimuli_hashed/5_statement_soup.wav,statement,soup,5,non-conventional,non-request,36.57453819444386,-1.1344303309825476
472,10. Sound 7065003218602835374,1.0439,1.6077,7065003218602835374,data/raw/scaled_stimuli_hashed/7065003218602835374.wav,data/raw/scaled_stimuli_hashed/9_statement_back.wav,statement,back,9,non-conventional,non-request,-13.017992407383531,-0.23492270423393544
473,11. Sound 7109924143141849682,0.865,1.444,7109924143141849682,data/raw/scaled_stimuli_hashed/7109924143141849682.wav,data/raw/scaled_stimuli_hashed/24_question_Spanish.wav,question,Spanish,24,conventional,non-request,-5.257377041804318,-0.08556591924592782
474,12. Sound 7131654482128462468,0.9786,1.5149,7131654482128462468,data/raw/scaled_stimuli_hashed/7131654482128462468.wav,data/raw/scaled_stimuli_hashed/11_request_Spanish.wav,request,Spanish,11,conventional,request,88.69630069652617,0.2192855350786743
475,13. Sound 7149989109939137697,1.0958,1.8947,7149989109939137697,data/raw/scaled_stimuli_hashed/7149989109939137697.wav,data/raw/scaled_stimuli_hashed/19_question_temp.wav,question,temp,19,conventional,non-request,23.883195571986434,-0.06909908650314246
476,14. Sound 7205689477026845022,0.8048,1.624,7205689477026845022,data/raw/scaled_stimuli_hashed/7205689477026845022.wav,data/raw/scaled_stimuli_hashed/1_question_window.wav,question,window,1,conventional,non-request,-11.093368424849132,0.24192313049772504
477,15. Sound 7241754933762424984,1.1119,1.8266,7241754933762424984,data/raw/scaled_stimuli_hashed/7241754933762424984.wav,data/raw/scaled_stimuli_hashed/1_statement_phone.wav,statement,phone,1,non-conventional,non-request,17.3007775360352,-0.011338556811712329
478,16. Sound 7279118352833855803,1.1404,1.3423,7279118352833855803,data/raw/scaled_stimuli_hashed/7279118352833855803.wav,data/raw/scaled_stimuli_hashed/18_statement_office.wav,statement,office,18,non-conventional,non-request,-1.304680652292305,-0.26346363156131863
479,17. Sound 7297130696435694798,0.9346,1.4324,7297130696435694798,data/raw/scaled_stimuli_hashed/7297130696435694798.wav,data/raw/scaled_stimuli_hashed/21_statement_laptop.wav,statement,laptop,21,non-conventional,non-request,-2.309374441450686,-0.1889556781807322
480,18. Sound 7339226978179687479,1.0342,1.9273,7339226978179687479,data/raw/scaled_stimuli_hashed/7339226978179687479.wav,data/raw/scaled_stimuli_hashed/22_statement_car.wav,statement,car,22,non-conventional,non-request,0.007881038576599053,0.003391239674705771
481,19. Sound 7340768339124505337,0.8453,1.5883,7340768339124505337,data/raw/scaled_stimuli_hashed/7340768339124505337.wav,data/raw/scaled_stimuli_hashed/9_question_door.wav,question,door,9,conventional,non-request,-6.05530909412532,0.11660321825144523
482,20. Sound 7388291927746990149,0.9346,1.7124,7388291927746990149,data/raw/scaled_stimuli_hashed/7388291927746990149.wav,data/raw/scaled_stimuli_hashed/17_statement_laptop.wav,statement,laptop,17,non-conventional,non-request,-75.73660423941232,-1.5956725497874296
483,21. Sound 7496660031841406901,0.7721,1.405,7496660031841406901,data/raw/scaled_stimuli_hashed/7496660031841406901.wav,data/raw/scaled_stimuli_hashed/11_question_box.wav,question,box,11,conventional,non-request,60.81385435796295,0.502891241384945
484,22. Sound 7516399662550381379,0.6466,1.4028,7516399662550381379,data/raw/scaled_stimuli_hashed/7516399662550381379.wav,data/raw/scaled_stimuli_hashed/6_question_piano.wav,question,piano,6,conventional,non-request,68.10117036063231,-0.000242209161922752
485,23. Sound 7524550423780205544,1.5814,1.8878,7524550423780205544,data/raw/scaled_stimuli_hashed/7524550423780205544.wav,data/raw/scaled_stimuli_hashed/2_statement_office.wav,statement,office,2,non-conventional,non-request,-18.950469883814037,-0.1255302576129517
486,24. Sound 7531287005196223957,1.1711,1.8435,7531287005196223957,data/raw/scaled_stimuli_hashed/7531287005196223957.wav,data/raw/scaled_stimuli_hashed/25_question_piano.wav,question,piano,25,conventional,non-request,-8.458645948634057,-0.10594215153337992
487,25. Sound 7581742125006041637,0.8256,1.3652,7581742125006041637,data/raw/scaled_stimuli_hashed/7581742125006041637.wav,data/raw/scaled_stimuli_hashed/5_request_soup.wav,request,soup,5,non-conventional,request,48.23370293834266,-0.847710202451383
488,26. Sound 7588710857864014403,0.9114,1.7788,7588710857864014403,data/raw/scaled_stimuli_hashed/7588710857864014403.wav,data/raw/scaled_stimuli_hashed/17_request_laptop.wav,request,laptop,17,non-conventional,request,-62.37513303494458,-1.2835609488797164
489,27. Sound 7614672662012507246,0.7895,1.5735,7614672662012507246,data/raw/scaled_stimuli_hashed/7614672662012507246.wav,data/raw/scaled_stimuli_hashed/4_question_window.wav,question,window,4,conventional,non-request,3.9284528624691575,0.49920183091203424
490,28. Sound 7630428808086156810,0.714,1.3966,7630428808086156810,data/raw/scaled_stimuli_hashed/7630428808086156810.wav,data/raw/scaled_stimuli_hashed/18_request_soup.wav,request,soup,18,non-conventional,request,4.481150901090373,0.10039121285609816
491,29. Sound 7679049341352009084,0.8011,1.585,7679049341352009084,data/raw/scaled_stimuli_hashed/7679049341352009084.wav,data/raw/scaled_stimuli_hashed/5_question_window.wav,question,window,5,conventional,non-request,-57.70193331401174,-1.589461079912242
492,30. Sound 7751335866295110183,0.7965,1.5711,7751335866295110183,data/raw/scaled_stimuli_hashed/7751335866295110183.wav,data/raw/scaled_stimuli_hashed/1_request_window.wav,request,window,1,conventional,request,51.455613495631155,-0.6151273274455703
493,31. Sound 7847108389306182755,0.6509,1.4637,7847108389306182755,data/raw/scaled_stimuli_hashed/7847108389306182755.wav,data/raw/scaled_stimuli_hashed/22_request_box.wav,request,box,22,conventional,request,-2.2299439688220986,0.08929676811419088
494,32. Sound 7880826163466333372,0.6499,1.0866,7880826163466333372,data/raw/scaled_stimuli_hashed/7880826163466333372.wav,data/raw/scaled_stimuli_hashed/7_request_phone.wav,request,phone,7,non-conventional,request,-0.04146318272873373,-0.13100274538957382
495,33. Sound 7894608605746555410,0.888,1.5474,7894608605746555410,data/raw/scaled_stimuli_hashed/7894608605746555410.wav,data/raw/scaled_stimuli_hashed/2_request_phone.wav,request,phone,2,non-conventional,request,-17.656459721933174,-0.44002461122560554
496,34. Sound 7956135943952605832,0.7721,1.5372,7956135943952605832,data/raw/scaled_stimuli_hashed/7956135943952605832.wav,data/raw/scaled_stimuli_hashed/3_request_window.wav,request,window,3,conventional,request,-45.40194969352274,-0.4356765725909662
497,35. Sound 7963044179798625990,1.0217,2.0215,7963044179798625990,data/raw/scaled_stimuli_hashed/7963044179798625990.wav,data/raw/scaled_stimuli_hashed/22_statement_soup.wav,statement,soup,22,non-conventional,non-request,1.5842449573775497,-0.06447899169454406
498,36. Sound 7987622978362956636,0.5863,1.1552,7987622978362956636,data/raw/scaled_stimuli_hashed/7987622978362956636.wav,data/raw/scaled_stimuli_hashed/8_statement_soup.wav,statement,soup,8,non-conventional,non-request,1.3535358665293984,-0.09323301446604683
499,37. Sound 8098747278619912688,0.8998,1.7933,8098747278619912688,data/raw/scaled_stimuli_hashed/8098747278619912688.wav,data/raw/scaled_stimuli_hashed/5_question_temp.wav,question,temp,5,conventional,non-request,98.55503850554193,-0.9157127262799253
500,38. Sound 8119150395399039474,0.6095,1.1746,8119150395399039474,data/raw/scaled_stimuli_hashed/8119150395399039474.wav,data/raw/scaled_stimuli_hashed/4_request_door.wav,request,door,4,conventional,request,-19.78410649868806,-0.25111840191339024
501,39. Sound 8285041152897184799,2.2134,2.6513,8285041152897184799,data/raw/scaled_stimuli_hashed/8285041152897184799.wav,data/raw/scaled_stimuli_hashed/3_request_back.wav,request,back,3,non-conventional,request,-16.19037924796754,-0.1857867950387705
