rt,trial_index,subject,form_assignment,button_pressed,condition,topic,speaker,form,response,already_heard_by_speaker,Gender,Native_Speaker,Music_Ability,Age,Mobile
,95,9ycnehen4u,conventional,,question,door,2,conventional,,No,Female,Yes,3,20,No
504.725,96,9ycnehen4u,conventional,0,question,door,2,conventional,Request,Yes,Female,Yes,3,20,No
,97,9ycnehen4u,conventional,,question,Spanish,2,conventional,,No,Female,Yes,3,20,No
489.085,98,9ycnehen4u,conventional,0,question,Spanish,2,conventional,Request,Yes,Female,Yes,3,20,No
,99,9ycnehen4u,conventional,,request,piano,2,conventional,,No,Female,Yes,3,20,No
370.96,100,9ycnehen4u,conventional,0,request,piano,2,conventional,Request,Yes,Female,Yes,3,20,No
,101,9ycnehen4u,conventional,,request,Spanish,25,conventional,,No,Female,Yes,3,20,No
896.24,102,9ycnehen4u,conventional,0,request,Spanish,25,conventional,Request,No,Female,Yes,3,20,No
,103,9ycnehen4u,conventional,,question,temp,25,conventional,,No,Female,Yes,3,20,No
537.665,104,9ycnehen4u,conventional,0,question,temp,25,conventional,Request,No,Female,Yes,3,20,No
,105,9ycnehen4u,conventional,,request,door,25,conventional,,No,Female,Yes,3,20,No
549.745,106,9ycnehen4u,conventional,1,request,door,25,conventional,Non-Request,No,Female,Yes,3,20,No
,107,9ycnehen4u,conventional,,request,piano,25,conventional,,No,Female,Yes,3,20,No
358.495,108,9ycnehen4u,conventional,1,request,piano,25,conventional,Non-Request,No,Female,Yes,3,20,No
,109,9ycnehen4u,conventional,,question,piano,25,conventional,,No,Female,Yes,3,20,No
427.2,110,9ycnehen4u,conventional,1,question,piano,25,conventional,Non-Request,Yes,Female,Yes,3,20,No
,111,9ycnehen4u,conventional,,question,door,25,conventional,,No,Female,Yes,3,20,No
358.07,112,9ycnehen4u,conventional,0,question,door,25,conventional,Request,Yes,Female,Yes,3,20,No
,113,9ycnehen4u,conventional,,request,temp,25,conventional,,No,Female,Yes,3,20,No
338.555,114,9ycnehen4u,conventional,0,request,temp,25,conventional,Request,Yes,Female,Yes,3,20,No
,115,9ycnehen4u,conventional,,question,box,25,conventional,,No,Female,Yes,3,20,No
414.32,116,9ycnehen4u,conventional,0,question,box,25,conventional,Request,No,Female,Yes,3,20,No
,117,9ycnehen4u,conventional,,question,Spanish,25,conventional,,No,Female,Yes,3,20,No
369.68,118,9ycnehen4u,conventional,0,question,Spanish,25,conventional,Request,Yes,Female,Yes,3,20,No
,119,9ycnehen4u,conventional,,request,window,25,conventional,,No,Female,Yes,3,20,No
423.475,120,9ycnehen4u,conventional,1,request,window,25,conventional,Non-Request,No,Female,Yes,3,20,No
,121,9ycnehen4u,conventional,,question,window,25,conventional,,No,Female,Yes,3,20,No
364.68,122,9ycnehen4u,conventional,0,question,window,25,conventional,Request,Yes,Female,Yes,3,20,No
,123,9ycnehen4u,conventional,,request,box,25,conventional,,No,Female,Yes,3,20,No
350.845,124,9ycnehen4u,conventional,1,request,box,25,conventional,Non-Request,Yes,Female,Yes,3,20,No
,125,9ycnehen4u,conventional,,question,window,6,conventional,,No,Female,Yes,3,20,No
323.83,126,9ycnehen4u,conventional,0,question,window,6,conventional,Request,No,Female,Yes,3,20,No
,127,9ycnehen4u,conventional,,request,Spanish,6,conventional,,No,Female,Yes,3,20,No
690.445,128,9ycnehen4u,conventional,0,request,Spanish,6,conventional,Request,No,Female,Yes,3,20,No
,129,9ycnehen4u,conventional,,request,piano,6,conventional,,No,Female,Yes,3,20,No
234.14,130,9ycnehen4u,conventional,1,request,piano,6,conventional,Non-Request,No,Female,Yes,3,20,No
,131,9ycnehen4u,conventional,,question,piano,6,conventional,,No,Female,Yes,3,20,No
1083.395,132,9ycnehen4u,conventional,1,question,piano,6,conventional,Non-Request,Yes,Female,Yes,3,20,No
,133,9ycnehen4u,conventional,,question,door,6,conventional,,No,Female,Yes,3,20,No
340.375,134,9ycnehen4u,conventional,1,question,door,6,conventional,Non-Request,No,Female,Yes,3,20,No
,135,9ycnehen4u,conventional,,question,temp,6,conventional,,No,Female,Yes,3,20,No
321.86,136,9ycnehen4u,conventional,1,question,temp,6,conventional,Non-Request,No,Female,Yes,3,20,No
,137,9ycnehen4u,conventional,,request,window,6,conventional,,No,Female,Yes,3,20,No
337.07,138,9ycnehen4u,conventional,0,request,window,6,conventional,Request,Yes,Female,Yes,3,20,No
,139,9ycnehen4u,conventional,,request,door,6,conventional,,No,Female,Yes,3,20,No
391.745,140,9ycnehen4u,conventional,0,request,door,6,conventional,Request,Yes,Female,Yes,3,20,No
,141,9ycnehen4u,conventional,,request,box,6,conventional,,No,Female,Yes,3,20,No
344.445,142,9ycnehen4u,conventional,0,request,box,6,conventional,Request,No,Female,Yes,3,20,No
,143,9ycnehen4u,conventional,,request,temp,6,conventional,,No,Female,Yes,3,20,No
288.17,144,9ycnehen4u,conventional,0,request,temp,6,conventional,Request,Yes,Female,Yes,3,20,No
,145,9ycnehen4u,conventional,,question,box,6,conventional,,No,Female,Yes,3,20,No
336.95,146,9ycnehen4u,conventional,1,question,box,6,conventional,Non-Request,Yes,Female,Yes,3,20,No
,147,9ycnehen4u,conventional,,question,Spanish,6,conventional,,No,Female,Yes,3,20,No
463.74,148,9ycnehen4u,conventional,1,question,Spanish,6,conventional,Non-Request,Yes,Female,Yes,3,20,No
,149,9ycnehen4u,conventional,,question,window,22,conventional,,No,Female,Yes,3,20,No
402.99,150,9ycnehen4u,conventional,1,question,window,22,conventional,Non-Request,No,Female,Yes,3,20,No
,151,9ycnehen4u,conventional,,question,box,22,conventional,,No,Female,Yes,3,20,No
482.97,152,9ycnehen4u,conventional,1,question,box,22,conventional,Non-Request,No,Female,Yes,3,20,No
,153,9ycnehen4u,conventional,,request,Spanish,22,conventional,,No,Female,Yes,3,20,No
378.74,154,9ycnehen4u,conventional,1,request,Spanish,22,conventional,Non-Request,No,Female,Yes,3,20,No
,155,9ycnehen4u,conventional,,request,temp,22,conventional,,No,Female,Yes,3,20,No
379.17,156,9ycnehen4u,conventional,0,request,temp,22,conventional,Request,No,Female,Yes,3,20,No
,157,9ycnehen4u,conventional,,question,door,22,conventional,,No,Female,Yes,3,20,No
295.425,158,9ycnehen4u,conventional,0,question,door,22,conventional,Request,No,Female,Yes,3,20,No
,159,9ycnehen4u,conventional,,request,door,22,conventional,,No,Female,Yes,3,20,No
755.005,160,9ycnehen4u,conventional,1,request,door,22,conventional,Non-Request,Yes,Female,Yes,3,20,No
,161,9ycnehen4u,conventional,,request,window,22,conventional,,No,Female,Yes,3,20,No
412.71,162,9ycnehen4u,conventional,0,request,window,22,conventional,Request,Yes,Female,Yes,3,20,No
,163,9ycnehen4u,conventional,,request,piano,22,conventional,,No,Female,Yes,3,20,No
366.255,164,9ycnehen4u,conventional,0,request,piano,22,conventional,Request,No,Female,Yes,3,20,No
,165,9ycnehen4u,conventional,,question,temp,22,conventional,,No,Female,Yes,3,20,No
1487.105,166,9ycnehen4u,conventional,0,question,temp,22,conventional,Request,Yes,Female,Yes,3,20,No
,167,9ycnehen4u,conventional,,question,piano,22,conventional,,No,Female,Yes,3,20,No
346.65,168,9ycnehen4u,conventional,1,question,piano,22,conventional,Non-Request,Yes,Female,Yes,3,20,No
,169,9ycnehen4u,conventional,,question,Spanish,22,conventional,,No,Female,Yes,3,20,No
328.935,170,9ycnehen4u,conventional,1,question,Spanish,22,conventional,Non-Request,Yes,Female,Yes,3,20,No
,171,9ycnehen4u,conventional,,request,box,22,conventional,,No,Female,Yes,3,20,No
401.065,172,9ycnehen4u,conventional,1,request,box,22,conventional,Non-Request,Yes,Female,Yes,3,20,No
,173,9ycnehen4u,conventional,,question,piano,8,conventional,,No,Female,Yes,3,20,No
427.58,174,9ycnehen4u,conventional,0,question,piano,8,conventional,Request,No,Female,Yes,3,20,No
,175,9ycnehen4u,conventional,,question,Spanish,8,conventional,,No,Female,Yes,3,20,No
282.355,176,9ycnehen4u,conventional,0,question,Spanish,8,conventional,Request,No,Female,Yes,3,20,No
,177,9ycnehen4u,conventional,,question,box,8,conventional,,No,Female,Yes,3,20,No
320.89,178,9ycnehen4u,conventional,1,question,box,8,conventional,Non-Request,No,Female,Yes,3,20,No
,179,9ycnehen4u,conventional,,request,piano,8,conventional,,No,Female,Yes,3,20,No
407.665,180,9ycnehen4u,conventional,1,request,piano,8,conventional,Non-Request,Yes,Female,Yes,3,20,No
,181,9ycnehen4u,conventional,,question,door,8,conventional,,No,Female,Yes,3,20,No
382.295,182,9ycnehen4u,conventional,0,question,door,8,conventional,Request,No,Female,Yes,3,20,No
,183,9ycnehen4u,conventional,,request,box,8,conventional,,No,Female,Yes,3,20,No
212.905,184,9ycnehen4u,conventional,0,request,box,8,conventional,Request,Yes,Female,Yes,3,20,No
,185,9ycnehen4u,conventional,,question,window,8,conventional,,No,Female,Yes,3,20,No
293.75,186,9ycnehen4u,conventional,0,question,window,8,conventional,Request,No,Female,Yes,3,20,No
,187,9ycnehen4u,conventional,,request,window,8,conventional,,No,Female,Yes,3,20,No
549.37,188,9ycnehen4u,conventional,1,request,window,8,conventional,Non-Request,Yes,Female,Yes,3,20,No
,189,9ycnehen4u,conventional,,request,temp,8,conventional,,No,Female,Yes,3,20,No
758.09,190,9ycnehen4u,conventional,1,request,temp,8,conventional,Non-Request,No,Female,Yes,3,20,No
,191,9ycnehen4u,conventional,,request,Spanish,8,conventional,,No,Female,Yes,3,20,No
233.76,192,9ycnehen4u,conventional,0,request,Spanish,8,conventional,Request,Yes,Female,Yes,3,20,No
,193,9ycnehen4u,conventional,,question,temp,8,conventional,,No,Female,Yes,3,20,No
296.655,194,9ycnehen4u,conventional,0,question,temp,8,conventional,Request,Yes,Female,Yes,3,20,No
,195,9ycnehen4u,conventional,,request,door,8,conventional,,No,Female,Yes,3,20,No
341.25,196,9ycnehen4u,conventional,1,request,door,8,conventional,Non-Request,Yes,Female,Yes,3,20,No
,197,9ycnehen4u,conventional,,question,door,4,conventional,,No,Female,Yes,3,20,No
590.86,198,9ycnehen4u,conventional,0,question,door,4,conventional,Request,No,Female,Yes,3,20,No
,199,9ycnehen4u,conventional,,request,box,4,conventional,,No,Female,Yes,3,20,No
254.19,200,9ycnehen4u,conventional,0,request,box,4,conventional,Request,No,Female,Yes,3,20,No
,201,9ycnehen4u,conventional,,question,box,4,conventional,,No,Female,Yes,3,20,No
422.765,202,9ycnehen4u,conventional,0,question,box,4,conventional,Request,Yes,Female,Yes,3,20,No
,203,9ycnehen4u,conventional,,question,window,4,conventional,,No,Female,Yes,3,20,No
701.36,204,9ycnehen4u,conventional,0,question,window,4,conventional,Request,No,Female,Yes,3,20,No
,205,9ycnehen4u,conventional,,question,Spanish,4,conventional,,No,Female,Yes,3,20,No
341.87,206,9ycnehen4u,conventional,0,question,Spanish,4,conventional,Request,No,Female,Yes,3,20,No
,207,9ycnehen4u,conventional,,question,piano,4,conventional,,No,Female,Yes,3,20,No
348.61,208,9ycnehen4u,conventional,0,question,piano,4,conventional,Request,No,Female,Yes,3,20,No
,209,9ycnehen4u,conventional,,question,temp,4,conventional,,No,Female,Yes,3,20,No
343.335,210,9ycnehen4u,conventional,0,question,temp,4,conventional,Request,No,Female,Yes,3,20,No
,211,9ycnehen4u,conventional,,request,temp,4,conventional,,No,Female,Yes,3,20,No
371.415,212,9ycnehen4u,conventional,1,request,temp,4,conventional,Non-Request,Yes,Female,Yes,3,20,No
,213,9ycnehen4u,conventional,,request,piano,4,conventional,,No,Female,Yes,3,20,No
395.685,214,9ycnehen4u,conventional,1,request,piano,4,conventional,Non-Request,Yes,Female,Yes,3,20,No
,215,9ycnehen4u,conventional,,request,door,4,conventional,,No,Female,Yes,3,20,No
353.355,216,9ycnehen4u,conventional,0,request,door,4,conventional,Request,Yes,Female,Yes,3,20,No
,217,9ycnehen4u,conventional,,request,window,4,conventional,,No,Female,Yes,3,20,No
267.82,218,9ycnehen4u,conventional,1,request,window,4,conventional,Non-Request,Yes,Female,Yes,3,20,No
,219,9ycnehen4u,conventional,,request,Spanish,4,conventional,,No,Female,Yes,3,20,No
334.59,220,9ycnehen4u,conventional,1,request,Spanish,4,conventional,Non-Request,Yes,Female,Yes,3,20,No
26791.88,221,9ycnehen4u,conventional,,,,,,,No,Female,Yes,3,20,No
9282.28,222,9ycnehen4u,conventional,,,,,,,No,Female,Yes,3,20,No
3009.565,223,9ycnehen4u,conventional,,,,,,,No,Female,Yes,3,20,No
5928.33,0,1rlf9cbnud,conventional,,,,,,,No,Female,Yes,5,18,No
25478.815,1,1rlf9cbnud,conventional,,,,,,,No,Female,Yes,5,18,No
1547.215,2,1rlf9cbnud,conventional,,,,,,,No,Female,Yes,5,18,No
8910.165,3,1rlf9cbnud,conventional,2,,,,,,No,Female,Yes,5,18,No
47881.305,4,1rlf9cbnud,conventional,,,,,,,No,Female,Yes,5,18,No
,5,1rlf9cbnud,conventional,,request,Spanish,18,conventional,,No,Female,Yes,5,18,No
3821.095,6,1rlf9cbnud,conventional,0,request,Spanish,18,conventional,Request,No,Female,Yes,5,18,No
,7,1rlf9cbnud,conventional,,request,box,18,conventional,,No,Female,Yes,5,18,No
2646.325,8,1rlf9cbnud,conventional,0,request,box,18,conventional,Request,No,Female,Yes,5,18,No
,9,1rlf9cbnud,conventional,,question,temp,18,conventional,,No,Female,Yes,5,18,No
1402.74,10,1rlf9cbnud,conventional,0,question,temp,18,conventional,Request,No,Female,Yes,5,18,No
,11,1rlf9cbnud,conventional,,question,door,18,conventional,,No,Female,Yes,5,18,No
648.62,12,1rlf9cbnud,conventional,0,question,door,18,conventional,Request,No,Female,Yes,5,18,No
,13,1rlf9cbnud,conventional,,request,temp,18,conventional,,No,Female,Yes,5,18,No
854.735,14,1rlf9cbnud,conventional,0,request,temp,18,conventional,Request,Yes,Female,Yes,5,18,No
,15,1rlf9cbnud,conventional,,question,Spanish,18,conventional,,No,Female,Yes,5,18,No
1550.265,16,1rlf9cbnud,conventional,0,question,Spanish,18,conventional,Request,Yes,Female,Yes,5,18,No
,17,1rlf9cbnud,conventional,,question,piano,18,conventional,,No,Female,Yes,5,18,No
2668.77,18,1rlf9cbnud,conventional,1,question,piano,18,conventional,Non-Request,No,Female,Yes,5,18,No
,19,1rlf9cbnud,conventional,,request,window,18,conventional,,No,Female,Yes,5,18,No
914.845,20,1rlf9cbnud,conventional,0,request,window,18,conventional,Request,No,Female,Yes,5,18,No
,21,1rlf9cbnud,conventional,,request,piano,18,conventional,,No,Female,Yes,5,18,No
621.325,22,1rlf9cbnud,conventional,1,request,piano,18,conventional,Non-Request,Yes,Female,Yes,5,18,No
,23,1rlf9cbnud,conventional,,question,box,18,conventional,,No,Female,Yes,5,18,No
4547.15,24,1rlf9cbnud,conventional,0,question,box,18,conventional,Request,Yes,Female,Yes,5,18,No
,25,1rlf9cbnud,conventional,,question,window,18,conventional,,No,Female,Yes,5,18,No
703.9,26,1rlf9cbnud,conventional,0,question,window,18,conventional,Request,Yes,Female,Yes,5,18,No
,27,1rlf9cbnud,conventional,,request,door,18,conventional,,No,Female,Yes,5,18,No
446.34,28,1rlf9cbnud,conventional,0,request,door,18,conventional,Request,Yes,Female,Yes,5,18,No
,29,1rlf9cbnud,conventional,,question,window,17,conventional,,No,Female,Yes,5,18,No
911.87,30,1rlf9cbnud,conventional,0,question,window,17,conventional,Request,No,Female,Yes,5,18,No
,31,1rlf9cbnud,conventional,,request,box,17,conventional,,No,Female,Yes,5,18,No
422.39,32,1rlf9cbnud,conventional,0,request,box,17,conventional,Request,No,Female,Yes,5,18,No
,33,1rlf9cbnud,conventional,,question,box,17,conventional,,No,Female,Yes,5,18,No
459.67,34,1rlf9cbnud,conventional,0,question,box,17,conventional,Request,Yes,Female,Yes,5,18,No
,35,1rlf9cbnud,conventional,,question,piano,17,conventional,,No,Female,Yes,5,18,No
783.54,36,1rlf9cbnud,conventional,1,question,piano,17,conventional,Non-Request,No,Female,Yes,5,18,No
,37,1rlf9cbnud,conventional,,question,temp,17,conventional,,No,Female,Yes,5,18,No
422.295,38,1rlf9cbnud,conventional,0,question,temp,17,conventional,Request,No,Female,Yes,5,18,No
,39,1rlf9cbnud,conventional,,request,window,17,conventional,,No,Female,Yes,5,18,No
405.74,40,1rlf9cbnud,conventional,0,request,window,17,conventional,Request,Yes,Female,Yes,5,18,No
,41,1rlf9cbnud,conventional,,request,temp,17,conventional,,No,Female,Yes,5,18,No
391.32,42,1rlf9cbnud,conventional,0,request,temp,17,conventional,Request,Yes,Female,Yes,5,18,No
,43,1rlf9cbnud,conventional,,question,Spanish,17,conventional,,No,Female,Yes,5,18,No
2077.585,44,1rlf9cbnud,conventional,1,question,Spanish,17,conventional,Non-Request,No,Female,Yes,5,18,No
,45,1rlf9cbnud,conventional,,request,Spanish,17,conventional,,No,Female,Yes,5,18,No
3493.14,46,1rlf9cbnud,conventional,1,request,Spanish,17,conventional,Non-Request,Yes,Female,Yes,5,18,No
,47,1rlf9cbnud,conventional,,request,door,17,conventional,,No,Female,Yes,5,18,No
451.02,48,1rlf9cbnud,conventional,0,request,door,17,conventional,Request,No,Female,Yes,5,18,No
,49,1rlf9cbnud,conventional,,request,piano,17,conventional,,No,Female,Yes,5,18,No
502.62,50,1rlf9cbnud,conventional,1,request,piano,17,conventional,Non-Request,Yes,Female,Yes,5,18,No
,51,1rlf9cbnud,conventional,,question,door,17,conventional,,No,Female,Yes,5,18,No
422.835,52,1rlf9cbnud,conventional,0,question,door,17,conventional,Request,Yes,Female,Yes,5,18,No
,53,1rlf9cbnud,conventional,,request,door,9,conventional,,No,Female,Yes,5,18,No
1922.82,54,1rlf9cbnud,conventional,0,request,door,9,conventional,Request,No,Female,Yes,5,18,No
,55,1rlf9cbnud,conventional,,question,door,9,conventional,,No,Female,Yes,5,18,No
2871.935,56,1rlf9cbnud,conventional,1,question,door,9,conventional,Non-Request,Yes,Female,Yes,5,18,No
,57,1rlf9cbnud,conventional,,request,piano,9,conventional,,No,Female,Yes,5,18,No
850.53,58,1rlf9cbnud,conventional,1,request,piano,9,conventional,Non-Request,No,Female,Yes,5,18,No
,59,1rlf9cbnud,conventional,,question,piano,9,conventional,,No,Female,Yes,5,18,No
493.13,60,1rlf9cbnud,conventional,1,question,piano,9,conventional,Non-Request,Yes,Female,Yes,5,18,No
,61,1rlf9cbnud,conventional,,question,temp,9,conventional,,No,Female,Yes,5,18,No
1246.84,62,1rlf9cbnud,conventional,0,question,temp,9,conventional,Request,No,Female,Yes,5,18,No
,63,1rlf9cbnud,conventional,,request,temp,9,conventional,,No,Female,Yes,5,18,No
3468.005,64,1rlf9cbnud,conventional,1,request,temp,9,conventional,Non-Request,Yes,Female,Yes,5,18,No
,65,1rlf9cbnud,conventional,,request,box,9,conventional,,No,Female,Yes,5,18,No
2924.275,66,1rlf9cbnud,conventional,0,request,box,9,conventional,Request,No,Female,Yes,5,18,No
,67,1rlf9cbnud,conventional,,request,Spanish,9,conventional,,No,Female,Yes,5,18,No
817.17,68,1rlf9cbnud,conventional,1,request,Spanish,9,conventional,Non-Request,No,Female,Yes,5,18,No
,69,1rlf9cbnud,conventional,,request,window,9,conventional,,No,Female,Yes,5,18,No
537.315,70,1rlf9cbnud,conventional,0,request,window,9,conventional,Request,No,Female,Yes,5,18,No
,71,1rlf9cbnud,conventional,,question,Spanish,9,conventional,,No,Female,Yes,5,18,No
1422.845,72,1rlf9cbnud,conventional,1,question,Spanish,9,conventional,Non-Request,Yes,Female,Yes,5,18,No
,73,1rlf9cbnud,conventional,,question,box,9,conventional,,No,Female,Yes,5,18,No
2179.52,74,1rlf9cbnud,conventional,0,question,box,9,conventional,Request,Yes,Female,Yes,5,18,No
,75,1rlf9cbnud,conventional,,question,window,9,conventional,,No,Female,Yes,5,18,No
720.6,76,1rlf9cbnud,conventional,1,question,window,9,conventional,Non-Request,Yes,Female,Yes,5,18,No
,77,1rlf9cbnud,conventional,,question,door,5,conventional,,No,Female,Yes,5,18,No
553.095,78,1rlf9cbnud,conventional,0,question,door,5,conventional,Request,No,Female,Yes,5,18,No
,79,1rlf9cbnud,conventional,,request,box,5,conventional,,No,Female,Yes,5,18,No
389.69,80,1rlf9cbnud,conventional,0,request,box,5,conventional,Request,No,Female,Yes,5,18,No
,81,1rlf9cbnud,conventional,,request,Spanish,5,conventional,,No,Female,Yes,5,18,No
1106.35,82,1rlf9cbnud,conventional,0,request,Spanish,5,conventional,Request,No,Female,Yes,5,18,No
,83,1rlf9cbnud,conventional,,request,piano,5,conventional,,No,Female,Yes,5,18,No
1039.015,84,1rlf9cbnud,conventional,1,request,piano,5,conventional,Non-Request,No,Female,Yes,5,18,No
,85,1rlf9cbnud,conventional,,request,window,5,conventional,,No,Female,Yes,5,18,No
423.8,86,1rlf9cbnud,conventional,0,request,window,5,conventional,Request,No,Female,Yes,5,18,No
,87,1rlf9cbnud,conventional,,question,box,5,conventional,,No,Female,Yes,5,18,No
556.47,88,1rlf9cbnud,conventional,0,question,box,5,conventional,Request,Yes,Female,Yes,5,18,No
,89,1rlf9cbnud,conventional,,question,piano,5,conventional,,No,Female,Yes,5,18,No
647.9,90,1rlf9cbnud,conventional,1,question,piano,5,conventional,Non-Request,Yes,Female,Yes,5,18,No
,91,1rlf9cbnud,conventional,,request,temp,5,conventional,,No,Female,Yes,5,18,No
328.285,92,1rlf9cbnud,conventional,0,request,temp,5,conventional,Request,No,Female,Yes,5,18,No
,93,1rlf9cbnud,conventional,,question,window,5,conventional,,No,Female,Yes,5,18,No
292.94,94,1rlf9cbnud,conventional,0,question,window,5,conventional,Request,Yes,Female,Yes,5,18,No
,95,1rlf9cbnud,conventional,,question,temp,5,conventional,,No,Female,Yes,5,18,No
426.345,96,1rlf9cbnud,conventional,0,question,temp,5,conventional,Request,Yes,Female,Yes,5,18,No
,97,1rlf9cbnud,conventional,,request,door,5,conventional,,No,Female,Yes,5,18,No
359.96,98,1rlf9cbnud,conventional,0,request,door,5,conventional,Request,Yes,Female,Yes,5,18,No
,99,1rlf9cbnud,conventional,,question,Spanish,5,conventional,,No,Female,Yes,5,18,No
429.29,100,1rlf9cbnud,conventional,1,question,Spanish,5,conventional,Non-Request,Yes,Female,Yes,5,18,No
,101,1rlf9cbnud,conventional,,request,door,11,conventional,,No,Female,Yes,5,18,No
1494.325,102,1rlf9cbnud,conventional,0,request,door,11,conventional,Request,No,Female,Yes,5,18,No
,103,1rlf9cbnud,conventional,,request,window,11,conventional,,No,Female,Yes,5,18,No
492.28,104,1rlf9cbnud,conventional,1,request,window,11,conventional,Non-Request,No,Female,Yes,5,18,No
,105,1rlf9cbnud,conventional,,question,piano,11,conventional,,No,Female,Yes,5,18,No
650.75,106,1rlf9cbnud,conventional,1,question,piano,11,conventional,Non-Request,No,Female,Yes,5,18,No
,107,1rlf9cbnud,conventional,,request,box,11,conventional,,No,Female,Yes,5,18,No
1106.32,108,1rlf9cbnud,conventional,0,request,box,11,conventional,Request,No,Female,Yes,5,18,No
,109,1rlf9cbnud,conventional,,request,piano,11,conventional,,No,Female,Yes,5,18,No
909.48,110,1rlf9cbnud,conventional,1,request,piano,11,conventional,Non-Request,Yes,Female,Yes,5,18,No
,111,1rlf9cbnud,conventional,,request,Spanish,11,conventional,,No,Female,Yes,5,18,No
576.605,112,1rlf9cbnud,conventional,1,request,Spanish,11,conventional,Non-Request,No,Female,Yes,5,18,No
,113,1rlf9cbnud,conventional,,question,door,11,conventional,,No,Female,Yes,5,18,No
516.775,114,1rlf9cbnud,conventional,1,question,door,11,conventional,Non-Request,Yes,Female,Yes,5,18,No
,115,1rlf9cbnud,conventional,,question,box,11,conventional,,No,Female,Yes,5,18,No
359.4,116,1rlf9cbnud,conventional,1,question,box,11,conventional,Non-Request,Yes,Female,Yes,5,18,No
,117,1rlf9cbnud,conventional,,question,Spanish,11,conventional,,No,Female,Yes,5,18,No
370.495,118,1rlf9cbnud,conventional,1,question,Spanish,11,conventional,Non-Request,Yes,Female,Yes,5,18,No
,119,1rlf9cbnud,conventional,,question,temp,11,conventional,,No,Female,Yes,5,18,No
450.22,120,1rlf9cbnud,conventional,1,question,temp,11,conventional,Non-Request,No,Female,Yes,5,18,No
,121,1rlf9cbnud,conventional,,question,window,11,conventional,,No,Female,Yes,5,18,No
367.41,122,1rlf9cbnud,conventional,1,question,window,11,conventional,Non-Request,Yes,Female,Yes,5,18,No
,123,1rlf9cbnud,conventional,,request,temp,11,conventional,,No,Female,Yes,5,18,No
587.545,124,1rlf9cbnud,conventional,0,request,temp,11,conventional,Request,Yes,Female,Yes,5,18,No
,125,1rlf9cbnud,conventional,,request,Spanish,24,conventional,,No,Female,Yes,5,18,No
675.27,126,1rlf9cbnud,conventional,0,request,Spanish,24,conventional,Request,No,Female,Yes,5,18,No
,127,1rlf9cbnud,conventional,,request,temp,24,conventional,,No,Female,Yes,5,18,No
367.425,128,1rlf9cbnud,conventional,0,request,temp,24,conventional,Request,No,Female,Yes,5,18,No
,129,1rlf9cbnud,conventional,,request,window,24,conventional,,No,Female,Yes,5,18,No
401.605,130,1rlf9cbnud,conventional,0,request,window,24,conventional,Request,No,Female,Yes,5,18,No
,131,1rlf9cbnud,conventional,,request,door,24,conventional,,No,Female,Yes,5,18,No
391.375,132,1rlf9cbnud,conventional,0,request,door,24,conventional,Request,No,Female,Yes,5,18,No
,133,1rlf9cbnud,conventional,,question,window,24,conventional,,No,Female,Yes,5,18,No
375.71,134,1rlf9cbnud,conventional,0,question,window,24,conventional,Request,Yes,Female,Yes,5,18,No
,135,1rlf9cbnud,conventional,,question,temp,24,conventional,,No,Female,Yes,5,18,No
459.25,136,1rlf9cbnud,conventional,0,question,temp,24,conventional,Request,Yes,Female,Yes,5,18,No
,137,1rlf9cbnud,conventional,,question,Spanish,24,conventional,,No,Female,Yes,5,18,No
420.84,138,1rlf9cbnud,conventional,0,question,Spanish,24,conventional,Request,Yes,Female,Yes,5,18,No
,139,1rlf9cbnud,conventional,,question,door,24,conventional,,No,Female,Yes,5,18,No
428.985,140,1rlf9cbnud,conventional,0,question,door,24,conventional,Request,Yes,Female,Yes,5,18,No
,141,1rlf9cbnud,conventional,,question,piano,24,conventional,,No,Female,Yes,5,18,No
401.85,142,1rlf9cbnud,conventional,0,question,piano,24,conventional,Request,No,Female,Yes,5,18,No
,143,1rlf9cbnud,conventional,,request,box,24,conventional,,No,Female,Yes,5,18,No
433.95,144,1rlf9cbnud,conventional,0,request,box,24,conventional,Request,No,Female,Yes,5,18,No
,145,1rlf9cbnud,conventional,,request,piano,24,conventional,,No,Female,Yes,5,18,No
2246.165,146,1rlf9cbnud,conventional,1,request,piano,24,conventional,Non-Request,Yes,Female,Yes,5,18,No
,147,1rlf9cbnud,conventional,,question,box,24,conventional,,No,Female,Yes,5,18,No
896.28,148,1rlf9cbnud,conventional,1,question,box,24,conventional,Non-Request,Yes,Female,Yes,5,18,No
,149,1rlf9cbnud,conventional,,question,box,6,conventional,,No,Female,Yes,5,18,No
1424.4,150,1rlf9cbnud,conventional,1,question,box,6,conventional,Non-Request,No,Female,Yes,5,18,No
,151,1rlf9cbnud,conventional,,request,piano,6,conventional,,No,Female,Yes,5,18,No
440.045,152,1rlf9cbnud,conventional,1,request,piano,6,conventional,Non-Request,No,Female,Yes,5,18,No
,153,1rlf9cbnud,conventional,,request,window,6,conventional,,No,Female,Yes,5,18,No
531.765,154,1rlf9cbnud,conventional,0,request,window,6,conventional,Request,No,Female,Yes,5,18,No
,155,1rlf9cbnud,conventional,,request,box,6,conventional,,No,Female,Yes,5,18,No
896.51,156,1rlf9cbnud,conventional,0,request,box,6,conventional,Request,Yes,Female,Yes,5,18,No
,157,1rlf9cbnud,conventional,,request,temp,6,conventional,,No,Female,Yes,5,18,No
